filename,file_number,lead,lead_idx,window_idx,peak_position
HR00002.hea,2,III,2,9,1080
HR00002.hea,2,III,2,10,1224
HR00002.hea,2,aVR,3,0,137
HR00002.hea,2,aVR,3,1,291
HR00002.hea,2,aVR,3,2,400
HR00002.hea,2,aVR,3,3,548
HR00002.hea,2,aVR,3,4,621
HR00002.hea,2,aVR,3,5,688
HR00002.hea,2,aVR,3,6,770
HR00002.hea,2,aVR,3,7,893
HR00002.hea,2,aVR,3,8,1152
HR00002.hea,2,aVL,4,0,161
HR00002.hea,2,aVL,4,1,321
HR00002.hea,2,aVL,4,2,412
HR00002.hea,2,aVL,4,3,491
HR00002.hea,2,aVL,4,4,559
HR00002.hea,2,aVL,4,5,663
HR00002.hea,2,aVL,4,6,819
HR00002.hea,2,aVL,4,7,925
HR00002.hea,2,aVL,4,8,1114
HR00002.hea,2,aVL,4,9,1185
HR00002.hea,2,aVL,4,10,1247
HR00002.hea,2,aVF,5,0,9
HR00002.hea,2,aVF,5,1,126
HR00002.hea,2,aVF,5,2,196
HR00002.hea,2,aVF,5,3,289
HR00002.hea,2,aVF,5,4,356
HR00002.hea,2,aVF,5,5,460
HR00002.hea,2,aVF,5,6,628
HR00002.hea,2,aVF,5,7,713
HR00002.hea,2,aVF,5,8,785
HR00002.hea,2,aVF,5,9,934
HR00002.hea,2,aVF,5,10,1004
HR00002.hea,2,aVF,5,11,1080
HR00002.hea,2,V1,6,0,41
HR00002.hea,2,V1,6,1,123
HR00002.hea,2,V1,6,2,259
HR00002.hea,2,V1,6,3,365
HR00002.hea,2,V1,6,4,457
HR00002.hea,2,V1,6,5,533
HR00002.hea,2,V1,6,6,635
HR00002.hea,2,V1,6,7,700
HR00002.hea,2,V1,6,8,778
HR00002.hea,2,V1,6,9,856
HR00002.hea,2,V1,6,10,965
HR00002.hea,2,V1,6,11,1056
HR00002.hea,2,V1,6,12,1165
HR00002.hea,2,V2,7,0,3
HR00002.hea,2,V2,7,1,319
HR00002.hea,2,V2,7,2,410
HR00002.hea,2,V2,7,3,489
HR00002.hea,2,V2,7,4,625
HR00002.hea,2,V2,7,5,814
HR00002.hea,2,V2,7,6,885
HR00002.hea,2,V2,7,7,950
HR00002.hea,2,V2,7,8,1108
HR00002.hea,2,V3,8,0,15
HR00002.hea,2,V3,8,1,157
HR00002.hea,2,V3,8,2,322
HR00002.hea,2,V3,8,3,434
HR00002.hea,2,V3,8,4,496
HR00002.hea,2,V3,8,5,580
HR00002.hea,2,V3,8,6,663
HR00002.hea,2,V3,8,7,748
HR00002.hea,2,V3,8,8,815
HR00002.hea,2,V3,8,9,967
HR00002.hea,2,V3,8,10,1110
HR00002.hea,2,V4,9,0,7
HR00002.hea,2,V4,9,1,126
HR00002.hea,2,V4,9,2,289
HR00002.hea,2,V4,9,3,370
HR00002.hea,2,V4,9,4,460
HR00002.hea,2,V4,9,5,628
HR00002.hea,2,V4,9,6,770
HR00002.hea,2,V4,9,7,842
HR00002.hea,2,V4,9,8,934
HR00002.hea,2,V4,9,9,1080
HR00002.hea,2,V4,9,10,1225
HR00002.hea,2,V5,10,0,126
HR00002.hea,2,V5,10,1,289
HR00002.hea,2,V5,10,2,351
HR00002.hea,2,V5,10,3,460
HR00002.hea,2,V5,10,4,628
HR00002.hea,2,V5,10,5,785
HR00002.hea,2,V5,10,6,934
HR00002.hea,2,V5,10,7,1080
HR00002.hea,2,V5,10,8,1205
HR00002.hea,2,V6,11,0,39
HR00002.hea,2,V6,11,1,126
HR00002.hea,2,V6,11,2,289
HR00002.hea,2,V6,11,3,460
HR00002.hea,2,V6,11,4,628
HR00002.hea,2,V6,11,5,785
HR00002.hea,2,V6,11,6,864
HR00002.hea,2,V6,11,7,934
HR00002.hea,2,V6,11,8,1080
HR00003.hea,3,I,0,0,9
HR00003.hea,3,I,0,1,131
HR00003.hea,3,I,0,2,253
HR00003.hea,3,I,0,3,373
HR00003.hea,3,I,0,4,493
HR00003.hea,3,I,0,5,607
HR00003.hea,3,I,0,6,722
HR00003.hea,3,I,0,7,838
HR00003.hea,3,I,0,8,955
HR00003.hea,3,I,0,9,1072
HR00003.hea,3,I,0,10,1189
HR00003.hea,3,II,1,0,9
HR00003.hea,3,II,1,1,131
HR00003.hea,3,II,1,2,253
HR00003.hea,3,II,1,3,373
HR00003.hea,3,II,1,4,445
HR00003.hea,3,II,1,5,607
HR00003.hea,3,II,1,6,722
HR00003.hea,3,II,1,7,886
HR00003.hea,3,II,1,8,955
HR00003.hea,3,II,1,9,1071
HR00003.hea,3,II,1,10,1189
HR00003.hea,3,III,2,0,120
HR00003.hea,3,III,2,1,250
HR00003.hea,3,III,2,2,312
HR00003.hea,3,III,2,3,375
HR00003.hea,3,aVR,3,0,363
HR00003.hea,3,aVR,3,1,427
HR00003.hea,3,aVR,3,2,534
HR00003.hea,3,aVR,3,3,598
HR00003.hea,3,aVR,3,4,715
HR00003.hea,3,aVR,3,5,788
HR00003.hea,3,aVR,3,6,859
HR00003.hea,3,aVR,3,7,942
HR00003.hea,3,aVR,3,8,1004
HR00003.hea,3,aVR,3,9,1067
HR00003.hea,3,aVR,3,10,1134
HR00003.hea,3,aVR,3,11,1196
HR00003.hea,3,aVL,4,0,9
HR00003.hea,3,aVL,4,1,131
HR00003.hea,3,aVL,4,2,253
HR00003.hea,3,aVL,4,3,373
HR00003.hea,3,aVL,4,4,493
HR00003.hea,3,aVL,4,5,607
HR00003.hea,3,aVL,4,6,722
HR00003.hea,3,aVL,4,7,839
HR00003.hea,3,aVL,4,8,955
HR00003.hea,3,aVL,4,9,1072
HR00003.hea,3,aVL,4,10,1189
HR00003.hea,3,aVF,5,0,9
HR00003.hea,3,aVF,5,1,131
HR00003.hea,3,aVF,5,2,235
HR00003.hea,3,aVF,5,3,307
HR00003.hea,3,aVF,5,4,373
HR00003.hea,3,aVF,5,5,492
HR00003.hea,3,aVF,5,6,607
HR00003.hea,3,aVF,5,7,722
HR00003.hea,3,aVF,5,8,838
HR00003.hea,3,aVF,5,9,955
HR00003.hea,3,aVF,5,10,1071
HR00003.hea,3,aVF,5,11,1188
HR00003.hea,3,V1,6,0,7
HR00003.hea,3,V1,6,1,129
HR00003.hea,3,V1,6,2,251
HR00003.hea,3,V1,6,3,371
HR00003.hea,3,V1,6,4,491
HR00003.hea,3,V1,6,5,605
HR00003.hea,3,V1,6,6,720
HR00003.hea,3,V1,6,7,953
HR00003.hea,3,V1,6,8,1099
HR00003.hea,3,V1,6,9,1187
HR00003.hea,3,V2,7,0,8
HR00003.hea,3,V2,7,1,129
HR00003.hea,3,V2,7,2,251
HR00003.hea,3,V2,7,3,372
HR00003.hea,3,V2,7,4,491
HR00003.hea,3,V2,7,5,606
HR00003.hea,3,V2,7,6,721
HR00003.hea,3,V2,7,7,1070
HR00003.hea,3,V2,7,8,1187
HR00003.hea,3,V3,8,0,8
HR00003.hea,3,V3,8,1,130
HR00003.hea,3,V3,8,2,252
HR00003.hea,3,V3,8,3,408
HR00003.hea,3,V3,8,4,492
HR00003.hea,3,V3,8,5,606
HR00003.hea,3,V3,8,6,721
HR00003.hea,3,V3,8,7,837
HR00003.hea,3,V3,8,8,954
HR00003.hea,3,V3,8,9,1018
HR00003.hea,3,V3,8,10,1188
HR00003.hea,3,V4,9,0,9
HR00003.hea,3,V4,9,1,131
HR00003.hea,3,V4,9,2,253
HR00003.hea,3,V4,9,3,373
HR00003.hea,3,V5,10,0,9
HR00003.hea,3,V5,10,1,131
HR00003.hea,3,V5,10,2,253
HR00003.hea,3,V5,10,3,373
HR00003.hea,3,V5,10,4,492
HR00003.hea,3,V5,10,5,607
HR00003.hea,3,V5,10,6,722
HR00003.hea,3,V5,10,7,838
HR00003.hea,3,V5,10,8,955
HR00003.hea,3,V5,10,9,1071
HR00003.hea,3,V5,10,10,1189
HR00003.hea,3,V6,11,0,46
HR00003.hea,3,V6,11,1,131
HR00003.hea,3,V6,11,2,253
HR00003.hea,3,V6,11,3,373
HR00003.hea,3,V6,11,4,492
HR00003.hea,3,V6,11,5,607
HR00003.hea,3,V6,11,6,722
HR00003.hea,3,V6,11,7,838
HR00003.hea,3,V6,11,8,955
HR00003.hea,3,V6,11,9,1071
HR00003.hea,3,V6,11,10,1189
HR00004.hea,4,I,0,0,37
HR00004.hea,4,I,0,1,134
HR00004.hea,4,I,0,2,238
HR00004.hea,4,I,0,3,347
HR00004.hea,4,I,0,4,455
HR00004.hea,4,I,0,5,557
HR00004.hea,4,I,0,6,652
HR00004.hea,4,I,0,7,751
HR00004.hea,4,I,0,8,849
HR00004.hea,4,I,0,9,952
HR00004.hea,4,I,0,10,1050
HR00004.hea,4,I,0,11,1145
HR00004.hea,4,I,0,12,1235
HR00004.hea,4,II,1,0,38
HR00004.hea,4,II,1,1,135
HR00004.hea,4,II,1,2,239
HR00004.hea,4,II,1,3,348
HR00004.hea,4,II,1,4,456
HR00004.hea,4,II,1,5,558
HR00004.hea,4,II,1,6,653
HR00004.hea,4,II,1,7,752
HR00004.hea,4,II,1,8,851
HR00004.hea,4,II,1,9,953
HR00004.hea,4,II,1,10,1052
HR00004.hea,4,II,1,11,1146
HR00004.hea,4,II,1,12,1248
HR00004.hea,4,III,2,0,38
HR00004.hea,4,III,2,1,136
HR00004.hea,4,III,2,2,239
HR00004.hea,4,III,2,3,349
HR00004.hea,4,III,2,4,456
HR00004.hea,4,III,2,5,558
HR00004.hea,4,III,2,6,653
HR00004.hea,4,III,2,7,752
HR00004.hea,4,III,2,8,851
HR00004.hea,4,III,2,9,954
HR00004.hea,4,III,2,10,1052
HR00004.hea,4,III,2,11,1146
HR00004.hea,4,III,2,12,1237
HR00004.hea,4,aVR,3,0,41
HR00004.hea,4,aVR,3,1,139
HR00004.hea,4,aVR,3,2,242
HR00004.hea,4,aVR,3,3,352
HR00004.hea,4,aVR,3,4,459
HR00004.hea,4,aVR,3,5,561
HR00004.hea,4,aVR,3,6,656
HR00004.hea,4,aVR,3,7,755
HR00004.hea,4,aVR,3,8,854
HR00004.hea,4,aVR,3,9,957
HR00004.hea,4,aVR,3,10,1054
HR00004.hea,4,aVR,3,11,1149
HR00004.hea,4,aVR,3,12,1229
HR00004.hea,4,aVL,4,0,5
HR00004.hea,4,aVL,4,1,187
HR00004.hea,4,aVL,4,2,297
HR00004.hea,4,aVL,4,3,375
HR00004.hea,4,aVL,4,4,454
HR00004.hea,4,aVL,4,5,816
HR00004.hea,4,aVL,4,6,879
HR00004.hea,4,aVL,4,7,968
HR00004.hea,4,aVL,4,8,1079
HR00004.hea,4,aVL,4,9,1175
HR00004.hea,4,aVF,5,0,38
HR00004.hea,4,aVF,5,1,135
HR00004.hea,4,aVF,5,2,239
HR00004.hea,4,aVF,5,3,348
HR00004.hea,4,aVF,5,4,456
HR00004.hea,4,aVF,5,5,558
HR00004.hea,4,aVF,5,6,653
HR00004.hea,4,aVF,5,7,752
HR00004.hea,4,aVF,5,8,851
HR00004.hea,4,aVF,5,9,953
HR00004.hea,4,aVF,5,10,1052
HR00004.hea,4,aVF,5,11,1146
HR00004.hea,4,aVF,5,12,1236
HR00004.hea,4,V1,6,0,35
HR00004.hea,4,V1,6,1,133
HR00004.hea,4,V1,6,2,236
HR00004.hea,4,V1,6,3,345
HR00004.hea,4,V1,6,4,452
HR00004.hea,4,V1,6,5,556
HR00004.hea,4,V1,6,6,748
HR00004.hea,4,V1,6,7,847
HR00004.hea,4,V1,6,8,950
HR00004.hea,4,V1,6,9,1047
HR00004.hea,4,V1,6,10,1142
HR00004.hea,4,V1,6,11,1233
HR00004.hea,4,V2,7,0,36
HR00004.hea,4,V2,7,1,133
HR00004.hea,4,V2,7,2,237
HR00004.hea,4,V2,7,3,346
HR00004.hea,4,V2,7,4,454
HR00004.hea,4,V2,7,5,556
HR00004.hea,4,V2,7,6,651
HR00004.hea,4,V2,7,7,749
HR00004.hea,4,V2,7,8,877
HR00004.hea,4,V2,7,9,951
HR00004.hea,4,V2,7,10,1050
HR00004.hea,4,V2,7,11,1144
HR00004.hea,4,V2,7,12,1234
HR00004.hea,4,V3,8,0,64
HR00004.hea,4,V3,8,1,133
HR00004.hea,4,V3,8,2,262
HR00004.hea,4,V3,8,3,372
HR00004.hea,4,V3,8,4,455
HR00004.hea,4,V3,8,5,557
HR00004.hea,4,V3,8,6,651
HR00004.hea,4,V3,8,7,780
HR00004.hea,4,V3,8,8,849
HR00004.hea,4,V3,8,9,914
HR00004.hea,4,V3,8,10,978
HR00004.hea,4,V3,8,11,1050
HR00004.hea,4,V3,8,12,1145
HR00004.hea,4,V3,8,13,1235
HR00004.hea,4,V4,9,0,38
HR00004.hea,4,V4,9,1,136
HR00004.hea,4,V4,9,2,239
HR00004.hea,4,V4,9,3,348
HR00004.hea,4,V4,9,4,456
HR00004.hea,4,V4,9,5,558
HR00004.hea,4,V4,9,6,654
HR00004.hea,4,V4,9,7,752
HR00004.hea,4,V4,9,8,851
HR00004.hea,4,V4,9,9,953
HR00004.hea,4,V4,9,10,1051
HR00004.hea,4,V4,9,11,1146
HR00004.hea,4,V4,9,12,1238
HR00004.hea,4,V5,10,0,38
HR00004.hea,4,V5,10,1,135
HR00004.hea,4,V5,10,2,239
HR00004.hea,4,V5,10,3,348
HR00004.hea,4,V5,10,4,456
HR00004.hea,4,V5,10,5,558
HR00004.hea,4,V5,10,6,653
HR00004.hea,4,V5,10,7,752
HR00004.hea,4,V5,10,8,851
HR00004.hea,4,V5,10,9,954
HR00004.hea,4,V5,10,10,1051
HR00004.hea,4,V5,10,11,1146
HR00004.hea,4,V5,10,12,1236
HR00004.hea,4,V6,11,0,38
HR00004.hea,4,V6,11,1,135
HR00004.hea,4,V6,11,2,239
HR00004.hea,4,V6,11,3,348
HR00004.hea,4,V6,11,4,456
HR00004.hea,4,V6,11,5,558
HR00004.hea,4,V6,11,6,653
HR00004.hea,4,V6,11,7,751
HR00004.hea,4,V6,11,8,850
HR00004.hea,4,V6,11,9,953
HR00004.hea,4,V6,11,10,1051
HR00004.hea,4,V6,11,11,1146
HR00004.hea,4,V6,11,12,1236
HR00005.hea,5,I,0,0,41
HR00005.hea,5,I,0,1,154
HR00005.hea,5,I,0,2,274
HR00005.hea,5,I,0,3,390
HR00005.hea,5,I,0,4,498
HR00005.hea,5,I,0,5,602
HR00005.hea,5,I,0,6,713
HR00005.hea,5,I,0,7,836
HR00005.hea,5,I,0,8,955
HR00005.hea,5,I,0,9,1067
HR00005.hea,5,I,0,10,1173
HR00005.hea,5,II,1,0,42
HR00005.hea,5,II,1,1,154
HR00005.hea,5,II,1,2,274
HR00005.hea,5,II,1,3,391
HR00005.hea,5,II,1,4,499
HR00005.hea,5,II,1,5,603
HR00005.hea,5,II,1,6,714
HR00005.hea,5,II,1,7,837
HR00005.hea,5,II,1,8,955
HR00005.hea,5,II,1,9,1068
HR00005.hea,5,II,1,10,1173
HR00005.hea,5,III,2,0,42
HR00005.hea,5,III,2,1,154
HR00005.hea,5,III,2,2,275
HR00005.hea,5,III,2,3,391
HR00005.hea,5,III,2,4,499
HR00005.hea,5,III,2,5,603
HR00005.hea,5,III,2,6,714
HR00005.hea,5,III,2,7,837
HR00005.hea,5,III,2,8,955
HR00005.hea,5,III,2,9,1068
HR00005.hea,5,III,2,10,1173
HR00005.hea,5,aVR,3,0,10
HR00005.hea,5,aVR,3,1,110
HR00005.hea,5,aVR,3,2,217
HR00005.hea,5,aVR,3,3,285
HR00005.hea,5,aVR,3,4,394
HR00005.hea,5,aVR,3,5,502
HR00005.hea,5,aVR,3,6,840
HR00005.hea,5,aVR,3,7,963
HR00005.hea,5,aVR,3,8,1071
HR00005.hea,5,aVL,4,0,40
HR00005.hea,5,aVL,4,1,152
HR00005.hea,5,aVL,4,2,272
HR00005.hea,5,aVL,4,3,389
HR00005.hea,5,aVL,4,4,497
HR00005.hea,5,aVL,4,5,600
HR00005.hea,5,aVL,4,6,712
HR00005.hea,5,aVL,4,7,835
HR00005.hea,5,aVL,4,8,953
HR00005.hea,5,aVL,4,9,1066
HR00005.hea,5,aVL,4,10,1171
HR00005.hea,5,aVF,5,0,42
HR00005.hea,5,aVF,5,1,154
HR00005.hea,5,aVF,5,2,274
HR00005.hea,5,aVF,5,3,391
HR00005.hea,5,aVF,5,4,499
HR00005.hea,5,aVF,5,5,603
HR00005.hea,5,aVF,5,6,714
HR00005.hea,5,aVF,5,7,837
HR00005.hea,5,aVF,5,8,955
HR00005.hea,5,aVF,5,9,1068
HR00005.hea,5,aVF,5,10,1173
HR00005.hea,5,V1,6,0,39
HR00005.hea,5,V1,6,1,152
HR00005.hea,5,V1,6,2,272
HR00005.hea,5,V1,6,3,388
HR00005.hea,5,V1,6,4,496
HR00005.hea,5,V1,6,5,600
HR00005.hea,5,V1,6,6,711
HR00005.hea,5,V1,6,7,834
HR00005.hea,5,V1,6,8,953
HR00005.hea,5,V1,6,9,1065
HR00005.hea,5,V1,6,10,1171
HR00005.hea,5,V2,7,0,39
HR00005.hea,5,V2,7,1,152
HR00005.hea,5,V2,7,2,272
HR00005.hea,5,V2,7,3,389
HR00005.hea,5,V2,7,4,497
HR00005.hea,5,V2,7,5,600
HR00005.hea,5,V2,7,6,711
HR00005.hea,5,V2,7,7,834
HR00005.hea,5,V2,7,8,953
HR00005.hea,5,V2,7,9,1066
HR00005.hea,5,V2,7,10,1171
HR00005.hea,5,V3,8,0,40
HR00005.hea,5,V3,8,1,152
HR00005.hea,5,V3,8,2,308
HR00005.hea,5,V3,8,3,389
HR00005.hea,5,V3,8,4,497
HR00005.hea,5,V3,8,5,600
HR00005.hea,5,V3,8,6,712
HR00005.hea,5,V3,8,7,869
HR00005.hea,5,V3,8,8,988
HR00005.hea,5,V3,8,9,1066
HR00005.hea,5,V3,8,10,1171
HR00005.hea,5,V4,9,0,42
HR00005.hea,5,V4,9,1,154
HR00005.hea,5,V4,9,2,274
HR00005.hea,5,V4,9,3,391
HR00005.hea,5,V4,9,4,499
HR00005.hea,5,V4,9,5,602
HR00005.hea,5,V4,9,6,714
HR00005.hea,5,V4,9,7,837
HR00005.hea,5,V4,9,8,955
HR00005.hea,5,V4,9,9,1068
HR00005.hea,5,V4,9,10,1173
HR00005.hea,5,V5,10,0,42
HR00005.hea,5,V5,10,1,154
HR00005.hea,5,V5,10,2,274
HR00005.hea,5,V5,10,3,391
HR00005.hea,5,V5,10,4,499
HR00005.hea,5,V5,10,5,603
HR00005.hea,5,V5,10,6,714
HR00005.hea,5,V5,10,7,837
HR00005.hea,5,V5,10,8,955
HR00005.hea,5,V5,10,9,1068
HR00005.hea,5,V5,10,10,1173
HR00005.hea,5,V6,11,0,42
HR00005.hea,5,V6,11,1,154
HR00005.hea,5,V6,11,2,274
HR00005.hea,5,V6,11,3,391
HR00005.hea,5,V6,11,4,499
HR00005.hea,5,V6,11,5,603
HR00005.hea,5,V6,11,6,714
HR00005.hea,5,V6,11,7,837
HR00005.hea,5,V6,11,8,955
HR00005.hea,5,V6,11,9,1068
HR00005.hea,5,V6,11,10,1173
HR00006.hea,6,I,0,0,19
HR00006.hea,6,I,0,1,98
HR00006.hea,6,I,0,2,162
HR00006.hea,6,I,0,3,248
HR00006.hea,6,I,0,4,366
HR00006.hea,6,I,0,5,432
HR00006.hea,6,I,0,6,526
HR00006.hea,6,I,0,7,620
HR00006.hea,6,I,0,8,714
HR00006.hea,6,I,0,9,802
HR00006.hea,6,I,0,10,886
HR00006.hea,6,I,0,11,973
HR00006.hea,6,I,0,12,1066
HR00006.hea,6,I,0,13,1162
HR00006.hea,6,II,1,0,80
HR00006.hea,6,II,1,1,163
HR00006.hea,6,II,1,2,249
HR00006.hea,6,II,1,3,338
HR00006.hea,6,II,1,4,433
HR00006.hea,6,II,1,5,527
HR00006.hea,6,II,1,6,621
HR00006.hea,6,II,1,7,715
HR00006.hea,6,II,1,8,803
HR00006.hea,6,II,1,9,887
HR00006.hea,6,II,1,10,974
HR00006.hea,6,II,1,11,1066
HR00006.hea,6,II,1,12,1163
HR00006.hea,6,II,1,13,1248
HR00006.hea,6,III,2,0,80
HR00006.hea,6,III,2,1,151
HR00006.hea,6,III,2,2,249
HR00006.hea,6,III,2,3,339
HR00006.hea,6,III,2,4,433
HR00006.hea,6,III,2,5,527
HR00006.hea,6,III,2,6,621
HR00006.hea,6,III,2,7,715
HR00006.hea,6,III,2,8,803
HR00006.hea,6,III,2,9,887
HR00006.hea,6,III,2,10,974
HR00006.hea,6,III,2,11,1066
HR00006.hea,6,III,2,12,1163
HR00006.hea,6,III,2,13,1239
HR00006.hea,6,aVR,3,0,1
HR00006.hea,6,aVR,3,1,82
HR00006.hea,6,aVR,3,2,166
HR00006.hea,6,aVR,3,3,252
HR00006.hea,6,aVR,3,4,341
HR00006.hea,6,aVR,3,5,436
HR00006.hea,6,aVR,3,6,530
HR00006.hea,6,aVR,3,7,623
HR00006.hea,6,aVR,3,8,718
HR00006.hea,6,aVR,3,9,806
HR00006.hea,6,aVR,3,10,890
HR00006.hea,6,aVR,3,11,976
HR00006.hea,6,aVR,3,12,1069
HR00006.hea,6,aVR,3,13,1165
HR00006.hea,6,aVR,3,14,1233
HR00006.hea,6,aVL,4,0,19
HR00006.hea,6,aVL,4,1,106
HR00006.hea,6,aVL,4,2,191
HR00006.hea,6,aVL,4,3,276
HR00006.hea,6,aVL,4,4,368
HR00006.hea,6,aVL,4,5,460
HR00006.hea,6,aVL,4,6,553
HR00006.hea,6,aVL,4,7,648
HR00006.hea,6,aVL,4,8,714
HR00006.hea,6,aVL,4,9,830
